catalogNumber	Title	bibliographicCitation	identifier	creator
1933067260	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067261	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067263	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067265	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067266	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067267	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067268	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067269	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067270	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067271	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067272	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067273	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067274	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067275	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067276	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067277	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067278	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067279	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067280	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067281	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067282	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067283	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067284	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067285	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067286	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067287	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067288	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067289	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067290	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067291	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067292	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067293	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067294	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067297	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067300	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067301	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067302	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067303	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067304	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067305	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067306	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067307	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067308	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067309	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067310	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067311	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067312	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067313	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067314	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067315	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067316	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067317	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067318	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067319	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067320	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067321	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067322	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067323	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1933067324	Single dominant diatom can host diverse parasitic fungi with different degree of host specificity	Limnol. Oceanogr. (66), 667-677 (2020)	https://doi.org/10.1002/lno.11644	Kagami,M. Seto,K. Nozaki,D. Nakamura,T. Wakana,H. Wurzbacher,C.
1958098787	Sirolpidium bryopsidis, a parasite of green algae, is probably conspecific with Pontisma lagenidioides, a parasite of red algae	Fungal Syst Evol 7, 223-231 (2021)	10.3114/fuse.2021.07.11	Buaya,A.T. Scholz,B. Thines,M.
984294393	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294416	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294422	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294452	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294514	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294515	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294527	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294566	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
984294585	Study of Genetic Diversity of Micro-planktonic Eukaryotes in South China Sea by ITS and 5.8s rRNA Gene Cloning and Sequencing	International Journal of Simulation: Systems, Science & Technology 16(2):20.1-20.10 April 2015	10.5013/IJSSST.a.16.2A.20	Fan,Y. Huang,L. Lin,S. Qiu,D. Tan,Y. Li,G.
365822603	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822606	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822607	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822608	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822612	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822613	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822614	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
365822615	Surprising spectra of root-associated fungi in submerged aquatic plants	FEMS Microbiol. Ecol. 80 (1), 216-235 (2012)	10.1111/j.1574-6941.2011.01291.x	Kohout,P. Sykorova,Z. Ctvrtlikova,M. Rydlova,J. Suda,J. Vohnik,M. Sudova,R.
2303874591	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874592	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874593	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874594	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874595	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874596	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874597	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2303874598	Syndinean Dinoflagellates of the Genus Euduboscquella are Paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2305080048	Syndinean Dinoflagellates of the Genus Euduboscquella are paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2305080049	Syndinean Dinoflagellates of the Genus Euduboscquella are paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2305080050	Syndinean Dinoflagellates of the Genus Euduboscquella are paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2305080051	Syndinean Dinoflagellates of the Genus Euduboscquella are paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
2305080054	Syndinean Dinoflagellates of the Genus Euduboscquella are paraphyletic	J. Eukaryot. Microbl. 70, e12953	10.1111/jeu.12953	Yoo,J. Coats,D.W. Kim,S.
1730250453	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250454	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250455	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250456	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250458	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250459	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250460	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1730250461	Taxonomic revision of the genus Zygorhizidium: Zygorhizidiales and Zygophlyctidalesord. nov.(Chytridiomycetes, Chytridiomycota)	Fungal Syst Evol 5, 17-38 (2020)	10.3114/fuse.2020.05.02	Seto,K. Van den Wyngaert,S. Degawa,Y. Kagami,M.
1951310290	Taxonomy and phylogeny of Aphanomycopsis bacillariacearum a holocarpic oomycete parasite of the freshwater diatom genus Pinnularia	Mycological Progress 20.3 (2021): 289-298.	10.1007/s11557-021-01668-x	Buaya,A.T. Scholz,B. Thines,M.
161958534	Taxonomy, molecular phylogeny, and ultrastructural morphology of Olpidiopsis porphyrae sp. nov. (Oomycetes, straminipiles), a unicellular obligate endoparasite of Bangia and Porphyra spp. (Bangiales, Rhodophyta)	Mycol. Res. 112 (PT 3), 361-374 (2008)	10.1016/j.mycres.2007.11.002	Sekimoto,S. Yokoo,K. Kawamura,Y. Honda,D.
1359934829	The chytrid-like parasites of algae Amoeboradix gromovi gen. et sp. nov. and Sanchytrium tribonematis belong to a new fungal lineage	Protist 169 (1), 122-140 (2018)	10.1016/j.protis.2017.11.002	Karpov,S.A. Lopez-Garcia,P. Mamkaeva,M.A. Klimov,V.I. Vishnyakov,A.E. Tcvetkova,V.S. Moreira,D.
1359934830	The chytrid-like parasites of algae Amoeboradix gromovi gen. et sp. nov. and Sanchytrium tribonematis belong to a new fungal lineage	Protist 169 (1), 122-140 (2018)	10.1016/j.protis.2017.11.002	Karpov,S.A. Lopez-Garcia,P. Mamkaeva,M.A. Klimov,V.L. Vishnyakov,A.E. Tcvetkova,V.S. Moreira,D.
1359934831	The chytrid-like parasites of algae Amoeboradix gromovi gen. et sp. nov. and Sanchytrium tribonematis belong to a new fungal lineage	Protist 169 (1), 122-140 (2018)	10.1016/j.protis.2017.11.002	Karpov,S.A. Lopez-Garcia,P. Mamkaeva,M.A. Klimov,V.I. Vishnyakov,A.E. Tcvetkova,V.S. Moreira,D.
1866582433	The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded Chytridiomyceta and Blastocladiomycota cultures	IMA Fungus 11, 20 (2020)	10.1186/s43008-020-00041-z	Simmons,D.R. Bonds,A.E. Castillo,B.T. Clemons,R.A. Glasco,A.D. Myers,J.M. Thapa,N. Letcher,P.M. Powell,M.J. Longcore,J.E. James,T.Y.
1866582436	The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded Chytridiomyceta and Blastocladiomycota cultures	IMA Fungus 11, 20 (2020)	10.1186/s43008-020-00041-z	Simmons,D.R. Bonds,A.E. Castillo,B.T. Clemons,R.A. Glasco,A.D. Myers,J.M. Thapa,N. Letcher,P.M. Powell,M.J. Longcore,J.E. James,T.Y.
1866582443	The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded Chytridiomyceta and Blastocladiomycota cultures	IMA Fungus 11, 20 (2020)	10.1186/s43008-020-00041-z	Simmons,D.R. Bonds,A.E. Castillo,B.T. Clemons,R.A. Glasco,A.D. Myers,J.M. Thapa,N. Letcher,P.M. Powell,M.J. Longcore,J.E. James,T.Y.
